version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-21,3012197,2026-09-22T04:30:00+08:00,beae362b63e7cdb5081e,RUN_20260921_074622,MORNING_BASELINE,beae362b63e7cdb5081e,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3012198,2026-09-22T06:00:00+08:00,878bc0efacdbc495c28a,RUN_20260921_074622,MORNING_BASELINE,878bc0efacdbc495c28a,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3061652,2026-09-22T06:00:00+08:00,43fc3d54ef402eac9b8e,RUN_20260921_074622,MORNING_BASELINE,43fc3d54ef402eac9b8e,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,2916693,2026-09-22T06:00:00+08:00,78e0830cd64fd4d0dca7,RUN_20260921_074622,MORNING_BASELINE,78e0830cd64fd4d0dca7,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,2962639,2026-09-22T06:00:00+08:00,a525e3ef29fb5751954b,RUN_20260921_074622,MORNING_BASELINE,a525e3ef29fb5751954b,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,2940187,2026-09-22T06:30:00+08:00,7ca74d1ba67115c08d26,RUN_20260921_074622,MORNING_BASELINE,7ca74d1ba67115c08d26,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3088363,2026-09-22T07:30:00+08:00,ce7463c7d24b2ec118a0,RUN_20260921_074622,MORNING_BASELINE,ce7463c7d24b2ec118a0,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,2962645,2026-09-22T08:15:00+08:00,da1b28ffb318515b4547,RUN_20260921_074622,MORNING_BASELINE,da1b28ffb318515b4547,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3012196,2026-09-22T08:30:00+08:00,d40f835728f5c3ddc353,RUN_20260921_074622,MORNING_BASELINE,d40f835728f5c3ddc353,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,2940188,2026-09-22T08:30:00+08:00,b9e0cae7408fbae35819,RUN_20260921_074622,MORNING_BASELINE,b9e0cae7408fbae35819,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3061653,2026-09-22T08:30:00+08:00,5ad3fa607fda3a5cc33e,RUN_20260921_074622,MORNING_BASELINE,5ad3fa607fda3a5cc33e,RUN_20260921_074622,False,False,False,False,False,False,False,保持
V3,2026-09-21,3090892,2026-09-22T09:00:00+08:00,455e71f065eaf6d612bf,RUN_20260921_074622,MORNING_BASELINE,455e71f065eaf6d612bf,RUN_20260921_074622,False,False,False,False,False,False,False,保持
