list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-24,competition,乌拉杯,1,1,"{""HW"": 1}",1.0,0.525,0.525,0.525,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,以甲,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,哥伦甲秋,1,1,"{""W"": 1}",1.0,1.03,1.03,1.03,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,国际友谊,1,1,"{""W"": 1}",1.0,1.05,1.05,1.05,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,墨西甲春,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,巴拉杯,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,欧国联,2,2,"{""L"": 1, ""W"": 1}",0.5,0.11,0.055,0.055,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,欧青U21外,1,1,"{""W"": 1}",1.0,0.93,0.93,0.93,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,海湾运,1,1,"{""W"": 1}",1.0,0.9,0.9,0.9,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,阿后备,1,1,"{""W"": 1}",1.0,0.99,0.99,0.99,FROZEN_BETTABLE_1U,0,False
2026-09-24,competition,非洲杯,2,2,"{""W"": 1, ""L"": 1}",0.5,0.06,0.03,0.03,FROZEN_BETTABLE_1U,0,False
2026-09-24,selected_side,giving,4,4,"{""W"": 3, ""L"": 1}",0.75,2.06,0.515,0.515,FROZEN_BETTABLE_1U,0,False
2026-09-24,selected_side,receiving,9,9,"{""W"": 4, ""HL"": 1, ""HW"": 1, ""L"": 3}",0.5625,1.035,0.115,0.115,FROZEN_BETTABLE_1U,0,False
2026-09-24,grade,B,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-24,grade,C,12,12,"{""W"": 7, ""HL"": 1, ""HW"": 1, ""L"": 3}",0.6818181818181818,4.095,0.3413,0.3413,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,-0.25,2,2,"{""W"": 2}",1.0,2.16,1.08,1.08,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,-1.75,1,1,"{""W"": 1}",1.0,0.9,0.9,0.9,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,-2.0,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,0.25,2,2,"{""HW"": 1, ""L"": 1}",0.3333333333333333,-0.475,-0.2375,-0.2375,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,0.5,2,2,"{""W"": 2}",1.0,2.02,1.01,1.01,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,0.75,3,3,"{""W"": 1, ""HL"": 1, ""L"": 1}",0.4,-0.44,-0.1467,-0.1467,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,1.25,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-24,line,4.0,1,1,"{""W"": 1}",1.0,0.93,0.93,0.93,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,东盟杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,亚运女足,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,亚运男足,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,competition,国际友谊,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,埃及甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,巴西乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,competition,智利杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,欧国联,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,competition,欧青U21外,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,法U19,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,爱甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,芬甲,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,competition,西乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,非洲杯,4,0,{},,0,0.0,,FROZEN_BETTABLE_1U,4,False
2026-09-25,selected_side,giving,10,0,{},,0,0.0,,FROZEN_BETTABLE_1U,10,False
2026-09-25,selected_side,receiving,11,0,{},,0,0.0,,FROZEN_BETTABLE_1U,11,False
2026-09-25,grade,B,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,grade,C,19,0,{},,0,0.0,,FROZEN_BETTABLE_1U,19,False
2026-09-25,line,-0.25,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,line,-1.25,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,line,-1.5,4,0,{},,0,0.0,,FROZEN_BETTABLE_1U,4,False
2026-09-25,line,-2.0,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,line,-2.25,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-25,line,0.5,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-25,line,0.75,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
2026-09-25,line,1.0,6,0,{},,0,0.0,,FROZEN_BETTABLE_1U,6,False
2026-09-25,line,4.0,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
