list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-18,competition,中甲,1,1,"{""W"": 1}",1.0,1.01,1.01,1.01,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,丹麦甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,亚运男足,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,俄甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,俄青联,1,1,"{""HW"": 1}",1.0,0.555,0.555,0.555,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,保甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,哈萨克超,2,2,"{""HW"": 1, ""W"": 1}",1.0,1.62,0.81,0.81,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,哥斯甲春,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,土甲,1,1,"{""W"": 1}",1.0,1.13,1.13,1.13,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,埃及甲,2,2,"{""HW"": 1, ""HL"": 1}",0.5,0.095,0.0475,0.0475,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,塞浦甲,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,奥乙,2,2,"{""W"": 2}",1.0,2.08,1.04,1.04,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,奥甲,1,1,"{""W"": 1}",1.0,1.06,1.06,1.06,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,威超,4,4,"{""L"": 2, ""W"": 1, ""HL"": 1}",0.2857142857142857,-1.59,-0.3975,-0.3975,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,巴西乙,2,1,"{""P"": 1}",,0.0,0.0,0.0,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,德乙,2,2,"{""HL"": 1, ""L"": 1}",0.0,-1.5,-0.75,-0.75,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,德甲,1,1,"{""W"": 1}",1.0,1.01,1.01,1.01,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,挪超,1,1,"{""W"": 1}",1.0,0.86,0.86,0.86,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,日职乙,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,比乙,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,比甲,1,1,"{""HW"": 1}",1.0,0.56,0.56,0.56,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,法乙,2,2,"{""W"": 1, ""HL"": 1}",0.6666666666666666,0.51,0.255,0.255,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,法甲,1,1,"{""W"": 1}",1.0,1.05,1.05,1.05,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,波兰超,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,泰超,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,爱甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,瑞士甲,2,2,"{""L"": 2}",0.0,-2.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,立陶乙,1,1,"{""HW"": 1}",1.0,0.525,0.525,0.525,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,约超联,1,1,"{""W"": 1}",1.0,0.9,0.9,0.9,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,罗甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
